arc_id;user_id;polarity;subjectivity;lang;TextBlob;lat;long
15126;23931074;0.1;0.4;fr;"""apparemment mon histoire na pas plus  la paramount"" #slam en direct sur le plateau #imageznous par lartiste-pote youness mernissi";50.84393413;4.34914719
15203;880090729;0.1;1.0;fr;gesi ts fanatique de ton frre c wow;50.874906;4.409741
15241;1006860924;0.1;0.4;fr;jai juste hte dtre vendredi. si je suis plus malade je vais  la dance. il me manque tellement mon prof de danse. ;50.80340049;4.39704651
15426;728131266;0.1;0.4;fr;ce son mets bien direct;50.87546171;4.3000471
15499;1976558851;0.1;0.4;fr;ohhh batard samir. ce vraiment manque. de respecte. a aurelie #lesanges5. #plugrtl;50.872081;4.346264
15838;1560421934;0.1;0.1;en;"what a match! thanks red devils !!!
#belgium #reddevils @ the bears penthouse ";50.89147459;4.31403019
15859;583781045;0.1;0.3;en;who s out of work early and can go to #quidditch practise today ?? the mum (aka me). feels like its been aaaages \o/;50.842837;4.371866
15945;583905791;0.1;0.4;fr;jsuis ds une priode ou je peux plus le voir en peinture ,mais il me manque quand mme . cest quel genre de sentiments chelou a ?;50.87031389;4.31468926
16054;166610188;0.1;0.4;en;whos going to educate the educators on how to work with young people around safety + the online sphere? question to @violaroberto #sif2014;50.851218;4.354373
16265;440480391;0.1;0.4;fr;@jacksmartdjoli quand il est arriver on cest direct vue et jlui ai fait des bisoux;50.7984485;4.3168975
16829;219369106;0.1;0.4;;si lo piensas detenidamente es emocionante no saber cul ser el prximo episodio vital.;50.8360024;4.3120136
16843;516085677;0.1;0.25;en;are you ready peeps ??stay tuned @downloads4djs ..my next track will be dropped soon today #sunnysunny;50.82895978;4.33982136
17072;730643456;0.1;0.15;fr;@wkwanksta tu ten sors ? haha;50.82992938;4.30878571
17272;260854196;0.1;0.1;nl;professional festival goer  @ brussels, belgium ;50.85;4.35
17557;716638403;0.1;0.2;en;my old office in #brussels. and yes - we did used to get ferrero rocher in the ambassadors lounge ;50.854615;4.379767
17617;1551218726;0.1;0.65;fr;@alexyjoven haha tes pas possible #sousantibio;50.8291154;4.2868563
17633;98423336;0.1;0.1;en;still at the office #24h/24h #7/7 can i have a double beer with vodka #now thanks;50.81791128;4.33850056
17730;84389854;0.1;0.6;en;"no. warrior in 1991""@01gooner: really? i was abt to agree with @bode_black that twas kane. rt @olagreen: @01gooner. the ultimate warrior!""";50.81057;4.38987
17852;173542706;0.1;0.4;fr;a quel niveau de manque je suis selon vous ? :dd;50.848203;4.443199
18133;352351745;0.1;1.0;;@benamars yeah i think its not so far from my school why??;50.85936;4.37262
18336;1495819448;0.1;0.4;fr;kery james - en manque de... ;50.81054441;4.40355027
18443;560327233;0.1;0.4;fr;"et quand toi tu lui dit que non,ils te sortent : toutes des jalouses.
mais poto,la meuf ressemble a un maquereaux,dit direct tu vx la pecho";50.867427;4.361516
18474;708837006;0.1;0.4;fr;@armando_ycr a pourrait mais normalement non. mais yeah moyen que le gagnant soit qualifi direct pour la c1;50.85308859;4.42397949
18592;613472851;0.1;0.3666666666666667;;@claringbull but briefly the belgian singers are so dutty hahaha;50.85600671;4.35401967
18821;6529302;0.1;0.2;en;the nerds, they are a-callin! (@ the old oak w/ @somebaudy) ;50.84463971;4.3848753
18873;1324232125;0.1;0.4;fr;hey, mais qui je vois?! @gaetanbong  lancien du @vafcofficiel en direct sur @rtlsportbe sur le terrain d @rscanderlecht #championsleague;50.8480452;4.39506728
18915;140035892;0.1;0.1;en;if youre a #supplychain professional in #brussels, check out this #job:  #hiring;50.8503396;4.3517103
18943;3873181;0.1;0.2;en;quelle course ce matin... (@ old mans house) ;50.83284952;4.33751356
19269;17266999;0.1;0.18333333333333335;en;"at last the real #christmasmarket here in #brussels , belgium
#flandesuncapricho #visitbrussels ";50.85127321;4.34846121
19774;790342410;0.1;0.4;fr;@jaywiboy mme si largent ne manque pas je veux pas trop mhabituer comme certaines fille qui dpendent des gars . moi je suis trop fier;50.85821818;4.31086027
20060;20216684;0.1;0.6;;having a much deserved relaxing weekend in brussels. not only did i get to read my book, but i also had a nap in the park. ;50.8410393;4.35518821
20477;625603457;0.1;0.1;fr;je veux te voir dans un film pornographique en action avec ta bite;50.824302;4.330928
20517;966556207;0.1;0.4;fr;a craint de se faire flouer par un film alors quon manque de connaissance historique sur des dtails #laralit dpasse la fiction;50.82035433;4.3817719
20563;15383462;0.1;0.2;;#old #burn #church #chapel #photooftheday #ig #iger #bestoft  @ sint-katelijneplein / place sainte-catherine ;50.85054327;4.34759259
21077;202697108;0.1;0.4;pt;ma femme me manque #confession;50.86360044;4.31757912
21218;462181071;0.1;0.4;fr;se faire traiter en direct de collaborateur par bruno gollnisch est presque savoureux. cest jur,  je ne parlerai + dargent a propos du fn;50.844187;4.3819623
21409;148274324;0.1;0.45;;"as long as i have cookies , fireplace, hit chocolat &amp;  movie to watch ; thn i am ready for thse  freezing nights !";50.83697469;4.39541178
21606;125980991;0.1;0.825;fr;jai dormi a 5h et jsui dj debout ! :o cest pas normal..;50.83968;4.3234
21859;1908522901;0.1;0.4;fr;a 21h50 on sort comme a jrentre et direct je mange ;50.875333;4.396319
22302;130157278;0.1;0.6;en;what we should be looking for in the long-run: potential for change, how much self-reflection countries have. #ceeindex;50.837825;4.381428
22388;317742802;0.1;0.4;fr;sisi.en direct de latin ^_^;50.8806662;4.3446039
22460;1347081606;0.1;0.4;fr;en direct du trne royal #tweetloca;50.8538834;4.3577077
22586;1283395140;0.1;0.1;fr;"chris me di :""vien on joue a vr ou fo""m skel voul dir c :""vien on jou a action ou vrit!#bldarde c surmen com ca kon di a brazavil mdrr";50.8432591;4.3143999
23008;1609439822;0.1;0.15000000000000002;en;@dr_morton @milandsuites @sneakershouts @supportpets @mary_sagan @faveromarco : thanks for following me and my team;50.848381;4.34968
23780;258407485;0.1;0.7;en;@kasabianpt: wow. @kasabianhq  epic;50.840045;4.375848
23960;355436082;0.1;0.4;fr;il me manque.;50.87290669;4.37973371
24749;1861413494;0.1;0.2;en;is the left capable of governing in europe? | realclearworld ;50.834896;4.396591
24888;1326117595;0.1;0.2;en;old school #cantillon #belgianbeer #craftbeer #beerandthecity @ brasserie cantillon ;50.84132989;4.33547323
25237;557575116;0.1;0.15000000000000002;en;#sdeu leandro focuses on inequality: - poverty in eu in aggregate terms not changed much but hides big differences between member states;50.840902;4.376918
25573;32753279;0.1;0.15000000000000002;es;el pop es tan disfuncional si no deriva de un gnero real. la escencia musical se pierde en la falta de creatividad.;50.864581;4.331661
25958;441922255;0.1;0.4;fr;en direct de chez ma pote a la compote de ;50.8489983;4.315942
26361;906362846;0.1;0.4;cy;lloyd me manque...;50.887147;4.33616
26368;799205540;0.1;0.4;fr;"""@_enriiiiika: y en  une je sais pas si elle veut faire ennemi avec moi dit le moi direct on va rgler sa"" te bats pas";50.8777948;4.394873
26661;288899498;0.1;0.4;fr;jsuis biiiiiien au chaud avec mon th a la menthe olala manque plus que ......  et ce serait parfait. ;50.87873982;4.33110092
26666;1039486866;0.1;0.4;fr;manque de respect vrmt #lrt;50.8706667;4.3371479
27000;283468962;0.1;0.4;;i am at verisure - securitas direct (evere) ;50.87920867;4.41964349
27229;39330012;0.1;0.1;en;if youre a #insurance professional in #brussels, check out this #job:  #hiring #tweetmyjobs;50.85034;4.35171
27252;2418097106;0.1;0.4;fr;dailleurs a fai longtemps que jai pas parl  chlo a me manque.;50.85122;4.394834
27281;387183267;0.1;0.4;fr;je me yesss malgr le manque de nourriture dans mon ventre hein;50.80285;4.39875
27531;54971719;0.1;0.4;en;terracita breakfast #sunny#brussels #bruxelles @ natural caff. wake up your mind. ;50.827366;4.364007
27622;39249187;0.1;0.1;en;#legal #job alert: attorney - southern europe, ups region office brussels | ups | #brussels  #jobs #hiring;50.8503396;4.3517103
27630;18972547;0.1;0.4;nl;een jaar geleden poseerde ik met een flesje water in de gang van mnmbe. epic. #flashbackfriday @ mnm.be ;50.85346676;4.40263984
28267;140486951;0.1;0.4;fr;je sais que je te manque.;50.82270725;4.34341199
28405;140035892;0.1;0.1;en;if youre a #businessmgmt professional in #brussels, check out this #job:  #hiring;50.85034;4.35171
28630;493436406;0.1;0.4;fr;@datshstyles tes en manque de followers ou quoi mdrrrr;50.87881391;4.32967356
28806;991983144;0.1;0.4;fr;"en direct avec le copineeee &lt;3 ";50.83164055;4.4320432
28864;39292726;0.1;0.1;en;if youre a #businessmgmt professional in #brussels, check out this #job:  #hiring #tweetmyjobs;50.85034;4.35171
29034;309729329;0.1;0.4;fr;""" il manque plus que des publicits dans ma vie pour que celle-ci ressemble  un film "" #bertrandladef";50.84278182;4.42097996
29275;322251385;0.1;1.0;fr;wow quest ce quil est beauuu;50.83265809;4.38609235
29515;625025962;0.1;0.4;fr;lpoque sa manque mdr;50.8628621;4.4220647
29595;39248326;0.1;0.1;en;if youre a #supplychain professional in #brussels, check out this #job:  #hiring #careerarc;50.8503396;4.3517103
29640;1510038630;0.1;1.0;nl;"""@bestmotivation_: wow  """;50.8973783;4.3742262
29759;91104226;0.1;0.2;en;"#visitbrussels visit and search this old phone booth. 

#photographedbyhermanwalraet   

#bxlove ";50.85;4.35
29856;57953387;0.1;0.4;nl;@kristoffbertram ik ben directer tegen mijn vrienden dan tg collegas dus ik zou dan veel te direct zijn vrees ik c @kat_inthecradle;50.83603865;4.33284186
29923;87911645;0.1;0.15;fr;@spicyleah je vois que tu ten es pas encore remise haha;50.84486992;4.34598832
30391;580194499;0.1;0.4;fr;manque daffection fois mille;50.85679948;4.37361554
30874;880090729;0.1;0.4;fr;donc demain tout est carre i manque quelque truc et ma tenue stt;50.8749651;4.4093376
31005;760179150;0.1;0.4;fr;moi jvais travailler 3 ans handek vous croyez aprs direct chmage accident de travail dentiste cest juste pour le prestige stt;50.87371998;4.32851982
31302;84658572;0.1;0.2;;@elenaqv bring back nude tradition for men! #hahaha;50.84443385;4.30253325
31579;792598074;0.1;0.1;fr;@its_winette a part leur premire action la le bayern c est calme;50.83085099;4.37672336
31645;632143154;0.1;0.4;fr;euh ma mre je lappel elle me met direct sur rpondeur elle est srieuse elle;50.863;4.34825
31757;1675897201;0.1;0.4;fr;un manque comme a je comprend pas;50.853665;4.376138
32007;202697108;0.1;0.4;;ma femme me manque;50.8636337;4.317799
32049;298725642;0.1;0.15000000000000002;en;@neweuropeans thanks for following;50.817715;4.380349
32130;140035892;0.1;0.1;en;if youre a #finance professional in #brussels, check out this #job:  #hiring;50.85034;4.35171
600;149547221;0.1;0.9;en;eu official : the 3,3 billion already paid out today!!! no conflict with ert. every minister in eg just as surprised;50.84247898;4.38342742
673;48980896;0.1;0.2;nl;#regram stijnverlinden old #tomato varieties at the #organic #market in #brussels #food #foodporn ;50.820416;4.326322
831;3255489201;0.1;0.3;fr; @ lush bruxelles rue neuve ;50.84925;4.35247
1018;200899850;0.1;0.4;;@emletondel tonight we are young so lets set the world on fire :d;50.85844958;4.33217193
1117;41187339;0.1;0.1;en;if youre a professional in #bruxelles, check out this #job:  #hiring #tweetmyjobs;50.85;4.35
1135;39292726;0.1;0.1;en;if youre a #businessmgmt professional in #brussels, check out this #job:  #intel #hiring;50.8503396;4.3517103
1308;1035631632;0.1;0.4;fr;jsuis en manque de chocolat;50.8622457;4.3766438
1396;39292726;0.1;0.1;en;if youre a #businessmgmt professional in #brussels, check out this #job:  #hiring #careerarc;50.85034;4.35171
1540;14129344;0.1;0.4;en;@malinidas you folks still out and about? i am currently near the hotel.;50.83610624;4.35558587
1863;16024021;0.1;0.4;en;they use the energy directly from mep  assistants who are in the basement all pedalling. #europcom  ;50.83814234;4.37601248
1921;91976148;0.1;0.1;en;use your dreams to motivate you, not as a substitute for action  @ le cerceuil, bruxelles ;50.847113;4.353232
2003;184464284;0.1;0.4;;"climate book/experience: stanley johnsons: ""where the wild things were: travels of a conservationist"".  ";50.82185912;4.36951632
2340;1066980500;0.1;0.4;fr;je fuit direct plus jls elle me revoit;50.8523378;4.3384448
2545;114307530;0.1;0.2;;i am at the old oak (rue franklinstraat 26, brussels) w/ 2 others [pic]: ;50.844613;4.38493174
2609;59101795;0.1;0.4;en;completely lost, why all these details? #petermombaerts #tedxbrussels;50.84377467;4.35996089
2623;227487071;0.1;1.0;fr;wow je trouve plus ce foutu baggy;50.87146676;4.3293104
2987;23950862;0.1;1.0;nl;@tjunlimit @jeronimomusic wow wie wat waar???;50.8689026;4.3134241
3241;616081681;0.1;0.4;fr;il manque  tout le monde.;50.8110707;4.31811476
3297;1015171633;0.1;0.1;en;dinner action shot #home #getinmytummy ;50.843948;4.395893
3344;1043061566;0.1;0.4;fr;nan le soleil me manque trop;50.87498213;4.35727889
3550;20615880;0.1;0.8;nl;@igloosarecool @filipvds duh :-) maar ik erger me eraan, ze verpesten het voor diegene die het wel goed doen en ook met zo een wagen rijden;50.863807;4.4099756
3860;2222880193;0.1;0.4;fr;hans il me manque;50.84003648;4.29513677
4074;2345138076;0.1;0.4;fr;@choseinterdite: pincer les seins ou les fesses dune meuf devant tout le monde cest un manque de respect les gars ;50.85560253;4.43263288
4144;15714078;0.1;0.625;en;rlrt @beccalivermore i dont have a hot dog, i have a long finger. #thingsyouhearinagencies thingsyouhearinag #catchmas;50.848971;4.350464
4150;2254448393;0.1;0.4;fr;il manque quune personne me dise joyeux anniversaire..;50.820748;4.293662
4547;432916118;0.1;0.4;;il me manque dj sa petite maman .;50.82146565;4.40782261
4656;2365325570;0.1;1.0;en;@withings  #activite #calibrate  my activity is loosing calibration all the time. no answer from sav so far.....;50.801877;4.335056
5295;19771686;0.1;0.25;en;@_markgallagher @brianodriscoll @danielricciardo mark you make all the essential points really the question is why rbr did not act promptly?;50.84675569;4.35524401
5316;413277543;0.1;0.3;en;early 2000s music ;50.882027;4.40422
5353;382904851;0.1;0.4;fr;en manque daffection mdr;50.85181526;4.36173268
5899;176739183;0.1;0.4;;i am at wild gallery (vorst / forest, brussels) ;50.82234761;4.32175787
5994;426476547;0.1;0.4;nl;@meur complete chaos man. anderhalf uur al voor 1km.. #waanzin;50.84019619;4.35680003
6195;377470686;0.1;1.0;;"ti far godere come nessun uomo ha mai fatto.
#lebugie";50.83347691;4.37025496
6436;569130729;0.1;0.4;fr;ma ptite sur du bled me manque trop , bientt 6ans elle grandit trop vite la ptite ;50.895071;4.420133
6455;140035892;0.1;0.1;en;if youre a #businessmgmt professional in #brussels, check out this #job:  #hiring;50.85034;4.35171
6628;103049764;0.1;0.4;fr;mais ma soeur me manque trop meme si je la vois souvent cpas pareil pcq elle habite plus avec nous;50.873926;4.314184
6668;532128936;0.1;0.25;en;ready - french connection 19:30 (@ skieve aperos @ boeremet w/ 2 others) [pic]: ;50.843004;4.327163
6714;36318999;0.1;0.2;;i am having some old friends for dinner. (@ bar bik w/ @svendrickx @tineke_vdw @ovanrompaey @davydhaeyer) ;50.85526762;4.3520236
7144;20920486;0.1;0.3;en;9 nov 1989 - in the early evening, schabowski announced east germans could begin to travel to west germany and west berlin #berlinwall25;50.840383;4.381295
7207;264892531;0.1;0.2;en;he who has the divine gift of passion ages but never gets old;50.825267;4.386365
7287;855065990;0.1;1.0;fr;wow, ctait vraiment norme. des gens gniaux, des groupes qui cassent tout, et une ambiance de ;50.86187829;4.34949254
7335;28588303;0.1;1.0;it;dopo #fellaini riuscir #cicharito a far diventare questa una giornata #manchesterunited? #brasilemessico #mondiali ;50.82291;4.369315
7846;21748281;0.1;0.2833333333333333;nl;public is ready. en ik blij dat ik aan de andere kant van de dranghekken sta. #nationalefeestdag @ ;50.84204502;4.36225891
7934;1654070209;0.1;0.4;fr;j etais tout simplement en manque d amour j avais besoin de mon papa .;50.87664;4.326271
8039;1160261568;0.1;0.4;fr;rizlaine cette bte fille elle manque quand mme;50.8394823;4.3130131
8211;599397588;0.1;0.4;fr;mon dico il a direct compris ce que je voulais crire;50.8655758;4.3659433
8331;501304529;0.1;1.0;fr;mon percing au nez a enfin cicatriser! wow aprs 5 moi quoi oh lala;50.88229683;4.38192455
8557;801566084;0.1;0.4;fr;"@dxxmien: 2014 on aura eu

-br all7-1
-ebola 
-a durand
-les clown
-#nabillaengav 
lanne nest pas fini

manque ta grosse mre la pute";50.841049;4.409477
8805;243182415;0.1;0.4;ht;les messages de dprime que lenvoie a mon amoureux hahahah  a fais mme pas 24h que je lai plus vu et je suis dj en manque de lui;50.8383482;4.28877291
8924;1329940513;0.1;0.4;fr;lhypocrisie et le manque de personnalit ...;50.86107274;4.3178339
8948;257443829;0.1;0.4;;@cartho2lux: moi enceinte ma grossesse me manque #envrai  ahahahahvtetais rteek;50.86240724;4.32237827
9184;2168467773;0.1;0.4;fr;@valentino_radio oh merde a fait peur ce manque de culture..;50.79154024;4.35900436
9290;1372373347;0.1;0.525;fr;"""@trueeballer: @imbackniggah courage haha"" hehe j pleure deja dcouragement total...";50.8252616;4.2984503
9367;785459203;0.1;0.4;fr;oh ptnn la range !!!! jv la montrer demain direct a mon pre pour quil vend sa range et achete celle-ci #lrt;50.87875357;4.39132658
10022;461498468;0.1;0.4;fr;@karimzeribi et quand  au gg tu nous manque;50.8950165;4.393644
10617;296759045;0.1;1.0;nl;ikea voor volwassenen. #ab @aliceontheroof @anna_ofthenorth #wow @ ;50.84732124;4.34918483
10683;884405948;0.1;0.2;tl;@yhamyixing kahit sino talaga sa mga ka close niya na male bagay haha shippable kahit kanino;50.79651;4.321126
10862;1008675452;0.1;0.4;fr;ouais jsuis en direct de belgium city;50.8587155;4.35237724
11170;950277588;0.1;1.0;fr;@hezaaah ouais, on pourra wow ce soir mais je pense pas que jaurai lnergie pour un hots;50.781933;4.33446
11252;118312299;0.1;0.4;fr;il vient me parler tout les soirs j suis sur j lui manque;50.8590729;4.3795683
11666;566106581;0.1;1.0;fr; de la a dire quil a le sharingan, faut pas tout mlanger hein, wow.;50.87203742;4.41081025
11712;59101459;0.1;0.1;en;leon the professional.. #theanandayu #eurotrip @ brussels town hall ;50.8465;4.3518
12012;800921508;0.1;0.4;fr;@jananass @kmno4s jpeux pas vous dire, je rattrape les heures de sommeil quil me manque en math.;50.833745;4.402539
12401;444533539;0.1;0.4;fr;ce sont aussi des #bnvoles dans la #rgie du #televie @rtltvi  #problemetechnique #direct;50.81674454;4.33800948
12499;244261614;0.1;0.4;fr;@christachocolat aucune ide ! *ma folie sen va* sinn cmt tas disparu toi! reviens a bruxelles que je me moque de toi a me manque ;50.86738991;4.28396056
12730;714791461;0.1;0.4;fr;jtais au  avec arnaud i ma direct fait rire ;50.862946;4.421843
12968;1117356464;0.1;0.4;fr;ta voulu monter trop haut, direct il ta fais lcroche patte;50.849327;4.455674
